file,srepNumber,SpokesNumber,Spoke,xPos,yPos,zPos,radii,Ux,Uy,Uz
ellipsoid_5_7,1,1,up,-28.002704620361328,-0.0057277134619653225,-0.10114684700965881,6.407647131351909,-0.489878526650036,-0.008485475231721823,0.8717494054126346
ellipsoid_5_7,1,2,up,-29.41546630859375,0.0006715495837852359,-0.14290712773799896,6.032920254990586,-0.5335804563862953,-0.007525404230464315,0.8457158298469771
ellipsoid_5_7,1,3,up,-30.865219116210938,0.007197813130915165,-0.1853981763124466,5.580271800375431,-0.5881058305760676,-0.006794293446019818,0.8087554448775001
ellipsoid_5_7,1,4,up,-26.390825271606445,-0.01332155428826809,-0.05969223007559776,6.7635181880657536,-0.44697841344381245,-0.010160868348260275,0.8944870343776156
ellipsoid_5_7,1,5,up,-27.702354431152344,1.4408553838729858,-0.0908084586262703,6.369504397702353,-0.48329734525506324,0.12942145633769633,0.8658370301094993
ellipsoid_5_7,1,6,up,-29.0290470123291,2.948824882507324,-0.12258349359035492,5.631562003141885,-0.5316142884211753,0.30977715804721956,0.7883047384727784
ellipsoid_5_7,1,7,up,-21.96158790588379,-0.03130176663398743,0.012194723822176456,7.215796898356402,-0.3448515900671759,-0.017258134360234757,0.9384985549411062
ellipsoid_5_7,1,8,up,-23.025257110595703,2.572889566421509,-0.008192408829927444,7.069124977655878,-0.37527555763764286,0.21606708810890027,0.9013785382822785
ellipsoid_5_7,1,9,up,-24.137258529663086,5.247984409332275,-0.02170754224061966,6.023750351570234,-0.4156821901404469,0.5400395467172727,0.7318234792499104
ellipsoid_5_7,1,10,up,-15.611053466796875,-0.03164859116077423,0.03251558542251587,7.789959850187372,-0.20512438763873314,-0.01313288088635518,0.9786477982581168
ellipsoid_5_7,1,11,up,-16.385221481323242,3.3673741817474365,0.019798746332526207,7.4957479359881845,-0.23314672170464418,0.2748316527039694,0.9327969601314007
ellipsoid_5_7,1,12,up,-17.296649932861328,6.8368425369262695,0.05039627477526665,6.420287929638137,-0.2889407766957511,0.6750470845540838,0.6788406743835315
ellipsoid_5_7,1,13,up,-8.071355819702148,-0.052346739917993546,-0.0653403103351593,8.123916614000224,-0.053510255010599785,-0.018676760036719378,0.9983926237924795
ellipsoid_5_7,1,14,up,-8.512398719787598,3.8271028995513916,-0.04768231511116028,7.949154891887672,-0.07191685198931193,0.30475892314946645,0.9497104638576565
ellipsoid_5_7,1,15,up,-9.093605995178223,7.779117584228516,0.023002199828624725,6.637763717597156,-0.13975527996585738,0.7350966337750754,0.6634013873472211
ellipsoid_5_7,1,16,up,0.07072632014751434,-0.06748384982347488,-0.08275885134935379,8.468575985535013,0.0582024795027993,-0.017005128091544426,0.9981599556174935
ellipsoid_5_7,1,17,up,0.05280391871929169,3.9051218032836914,-0.04238883778452873,8.287005713439216,0.049236669356858026,0.29410611387023,0.9545037161660477
ellipsoid_5_7,1,18,up,0.013280458748340607,7.939763069152832,0.011172843165695667,6.753228826235263,0.026495465916079205,0.7605293668041146,0.6487627243564648
ellipsoid_5_7,1,19,up,8.16183853149414,-0.007558637298643589,-0.08558381348848343,8.39430900421359,0.12549027551538022,-0.010050323955700472,0.9920439414357912
ellipsoid_5_7,1,20,up,8.57608699798584,3.8056745529174805,-0.06939012557268143,8.152269790946564,0.13630250148664186,0.2973252182958683,0.9449970066903907
ellipsoid_5_7,1,21,up,9.084519386291504,7.694616317749023,-0.04320927709341049,6.7175212944127765,0.16423999729150784,0.7449896579951928,0.6465412846600681
ellipsoid_5_7,1,22,up,15.593234062194824,0.062438614666461945,-0.039168890565633774,7.944558448564564,0.17734409862068098,-0.007490748993526819,0.984120398815071
ellipsoid_5_7,1,23,up,16.379562377929688,3.4044156074523926,-0.0364595390856266,7.585458296056704,0.19477661537840904,0.270366428085978,0.9428489087153683
ellipsoid_5_7,1,24,up,17.293485641479492,6.822488784790039,-0.06753263622522354,6.183489219305034,0.260350577627583,0.6912488480703446,0.6740864979885042
ellipsoid_5_7,1,25,up,21.911827087402344,0.05846797674894333,-0.009595775976777077,7.224229640747702,0.2254604611144981,-0.0036603749602377163,0.9742454424472246
ellipsoid_5_7,1,26,up,23.007286071777344,2.6118693351745605,-0.016707254573702812,6.862986803795805,0.25073449857841223,0.22780508746356554,0.9408703701086296
ellipsoid_5_7,1,27,up,24.166656494140625,5.23519229888916,-0.03739243000745773,5.857080291130867,0.31872047474349574,0.5508368183009964,0.771359876181874
ellipsoid_5_7,1,28,up,26.336936950683594,0.01576698198914528,-0.021408068016171455,6.2336255246280565,0.27165396723137963,-0.006415027085764193,0.9623736122291288
ellipsoid_5_7,1,29,up,27.68058967590332,1.4227334260940552,-0.02191925048828125,5.947818043367717,0.3171548196743276,0.1403822383287355,0.9379262484434258
ellipsoid_5_7,1,30,up,29.059017181396484,2.8747899532318115,-0.016889799386262894,5.308490820491544,0.39279258427858105,0.32612486820495157,0.8598584511848778
ellipsoid_5_7,1,31,up,27.954410552978516,0.001052411855198443,-0.017128420993685722,5.909504623770816,0.31416148174791597,-0.003888775512157251,0.9493615964483554
ellipsoid_5_7,1,32,up,29.37481117248535,-0.009754174388945103,-0.004599889274686575,5.5532907884355565,0.3611951254519246,-0.002271329343200731,0.9324874918264499
ellipsoid_5_7,1,33,up,30.82931900024414,-0.019238773733377457,0.01780591905117035,5.096728152427029,0.4238560027909843,-0.0016279807327076777,0.9057281261928345
ellipsoid_5_7,1,34,up,27.60832405090332,-1.4153172969818115,-0.013993782922625542,5.9359409594284545,0.30955312587491185,-0.14526545573711805,0.9397206018974781
ellipsoid_5_7,1,35,up,28.895734786987305,-2.8918356895446777,0.0019076282624155283,5.280685952725015,0.36800194565578925,-0.32407049775738,0.8715233103462222
ellipsoid_5_7,1,36,up,22.91217803955078,-2.5096435546875,-0.02177228219807148,6.823636042661812,0.24147724830253892,-0.23004249224108242,0.9427455596902833
ellipsoid_5_7,1,37,up,23.9659481048584,-5.140726089477539,-0.031976327300071716,5.6979102396648305,0.3078953002431284,-0.5566004983410474,0.7716193163307226
ellipsoid_5_7,1,38,up,16.285198211669922,-3.2745096683502197,-0.052854813635349274,7.597971240659158,0.17866602517993077,-0.2697333237105282,0.946214767125559
ellipsoid_5_7,1,39,up,17.112531661987305,-6.6999831199646,-0.07904317229986191,6.21177092675044,0.2348528600302343,-0.673622823031077,0.7007684542181258
ellipsoid_5_7,1,40,up,8.521717071533203,-3.8143210411071777,-0.0839962437748909,8.08766901357928,0.12172038669573712,-0.2964270681051282,0.9472671960736516
ellipsoid_5_7,1,41,up,9.002930641174316,-7.707207202911377,-0.07176040858030319,6.508931816530164,0.15294677186074745,-0.7386816328279047,0.6564729471197402
ellipsoid_5_7,1,42,up,0.06303814798593521,-4.047083854675293,-0.09234363585710526,8.205434227224547,0.04534532963880132,-0.31354358380741365,0.9484904965961187
ellipsoid_5_7,1,43,up,0.052087362855672836,-8.09822940826416,-0.09710417687892914,6.473214524706063,0.024826033348137388,-0.7805642792951368,0.6245823195997954
ellipsoid_5_7,1,44,up,-8.441843032836914,-3.9068031311035156,-0.029292555525898933,7.992455723795926,-0.07127514758748592,-0.3054175035004959,0.949547261536732
ellipsoid_5_7,1,45,up,-8.906105041503906,-7.806379795074463,0.01786835677921772,6.345402556688208,-0.11846069245956842,-0.7414961506958638,0.6604169310709836
ellipsoid_5_7,1,46,up,-16.33697509765625,-3.417409896850586,0.09040205925703049,7.604473171793876,-0.22200585811281773,-0.27407698115507184,0.9357324443261086
ellipsoid_5_7,1,47,up,-17.182415008544922,-6.863369941711426,0.1767875999212265,6.215412078440514,-0.2712180566188559,-0.6619389164028339,0.6987686575078573
ellipsoid_5_7,1,48,up,-23.00267791748047,-2.6166751384735107,0.027873674407601357,6.996706714968454,-0.36674935087822547,-0.2296347553432136,0.9015335782813986
ellipsoid_5_7,1,49,up,-24.099994659423828,-5.25125789642334,0.05943306162953377,5.93364020414543,-0.41284316300280377,-0.5258538954586613,0.7436653840221366
ellipsoid_5_7,1,50,up,-27.685354232788086,-1.4513579607009888,-0.08996430039405823,6.387513774835973,-0.48154428177009834,-0.1433275217200623,0.8646226496062345
ellipsoid_5_7,1,51,up,-29.001691818237305,-2.9378304481506348,-0.1203167513012886,5.692034326216697,-0.530745872013736,-0.3128876860944282,0.7876611677814602
ellipsoid_5_7,1,1,down,-28.002704620361328,-0.0057277134619653225,-0.10114684700965881,5.694782585439829,-0.23508639143185187,0.011582665197604836,-0.9719054637311545
ellipsoid_5_7,1,2,down,-29.41546630859375,0.0006715495837852359,-0.14290712773799896,5.321557105464715,-0.283416319530088,0.011065123361087729,-0.9589331326370067
ellipsoid_5_7,1,3,down,-30.865219116210938,0.007197813130915165,-0.1853981763124466,4.847267139130372,-0.3474741471133722,0.010637660093549292,-0.937629221641246
ellipsoid_5_7,1,4,down,-26.390825271606445,-0.01332155428826809,-0.05969223007559776,6.031633299612738,-0.18993207910592846,0.012446896814801423,-0.9817183303199453
ellipsoid_5_7,1,5,down,-27.702354431152344,1.4408553838729858,-0.0908084586262703,5.715954211618415,-0.24015224828250237,0.1588771173943451,-0.9576455289998085
ellipsoid_5_7,1,6,down,-29.0290470123291,2.948824882507324,-0.12258349359035492,5.076474498738613,-0.3239391294900846,0.35049615427835024,-0.878758150016996
ellipsoid_5_7,1,7,down,-21.96158790588379,-0.03130176663398743,0.012194723822176456,6.823758527229257,-0.13155092130209003,0.013690157914033324,-0.9912148781575366
ellipsoid_5_7,1,8,down,-23.025257110595703,2.572889566421509,-0.008192408829927444,6.544084151026894,-0.16334318222852687,0.24191074958160247,-0.9564508320119366
ellipsoid_5_7,1,9,down,-24.137258529663086,5.247984409332275,-0.02170754224061966,5.6041768303196635,-0.2506176369027754,0.5591696241714154,-0.7902658612626935
ellipsoid_5_7,1,10,down,-15.611053466796875,-0.03164859116077423,0.03251558542251587,7.613916014933884,-0.09277757038749439,0.012404769229230875,-0.9956095841911945
ellipsoid_5_7,1,11,down,-16.385221481323242,3.3673741817474365,0.019798746332526207,7.349886560370419,-0.1145518274444724,0.2761843315439819,-0.9542536842154374
ellipsoid_5_7,1,12,down,-17.296649932861328,6.8368425369262695,0.05039627477526665,6.050227076505435,-0.20646742679309713,0.6756678389435203,-0.7077034499639169
ellipsoid_5_7,1,13,down,-8.071355819702148,-0.052346739917993546,-0.0653403103351593,8.25322795536109,-0.08651311526373104,0.012348361642040838,-0.9961741809804758
ellipsoid_5_7,1,14,down,-8.512398719787598,3.8271028995513916,-0.04768231511116028,8.011534309696863,-0.09411506136688194,0.29582175306064123,-0.9505955215758367
ellipsoid_5_7,1,15,down,-9.093605995178223,7.779117584228516,0.023002199828624725,6.435698720955441,-0.14710741968347574,0.7459595383121477,-0.6495412029080196
ellipsoid_5_7,1,16,down,0.07072632014751434,-0.06748384982347488,-0.08275885134935379,8.493050880863695,-0.0527245129866056,0.016165822409512948,-0.9984782380784017
ellipsoid_5_7,1,17,down,0.05280391871929169,3.9051218032836914,-0.04238883778452873,8.137936923726922,-0.05294532664203508,0.29595478846461737,-0.9537334824633306
ellipsoid_5_7,1,18,down,0.013280458748340607,7.939763069152832,0.011172843165695667,6.387925893278045,-0.041931926552696,0.7519457992076186,-0.6578899821319635
ellipsoid_5_7,1,19,down,8.16183853149414,-0.007558637298643589,-0.08558381348848343,8.361947731807485,0.015800832322524078,0.008498510100832583,-0.9998390415581808
ellipsoid_5_7,1,20,down,8.57608699798584,3.8056745529174805,-0.06939012557268143,7.994077330244903,0.031266156965277084,0.2811371014009379,-0.9591581504864052
ellipsoid_5_7,1,21,down,9.084519386291504,7.694616317749023,-0.04320927709341049,6.25657194469957,0.10117520746105592,0.7332122072992925,-0.6724309901116334
ellipsoid_5_7,1,22,down,15.593234062194824,0.062438614666461945,-0.039168890565633774,7.681361551575231,0.10364228993188555,0.01111308992876326,-0.9945525501299116
ellipsoid_5_7,1,23,down,16.379562377929688,3.4044156074523926,-0.0364595390856266,7.410683808713931,0.1448999133841538,0.2647098383678624,-0.9533796287799131
ellipsoid_5_7,1,24,down,17.293485641479492,6.822488784790039,-0.06753263622522354,6.077074227940033,0.24806569501307646,0.6729979698283781,-0.6968049537457098
ellipsoid_5_7,1,25,down,21.911827087402344,0.05846797674894333,-0.009595775976777077,7.170652740571615,0.24326059524965224,-0.0013941963129012237,-0.9699599677385794
ellipsoid_5_7,1,26,down,23.007286071777344,2.6118693351745605,-0.016707254573702812,6.829127171853471,0.2810710236750571,0.21149888272002898,-0.9360915031440222
ellipsoid_5_7,1,27,down,24.166656494140625,5.23519229888916,-0.03739243000745773,5.776840342562067,0.3669761131151121,0.5242535459889182,-0.7684313579760849
ellipsoid_5_7,1,28,down,26.336936950683594,0.01576698198914528,-0.021408068016171455,6.547986426590396,0.36307519229815277,-0.004349825420427938,-0.9317496894319156
ellipsoid_5_7,1,29,down,27.68058967590332,1.4227334260940552,-0.02191925048828125,6.189987435485708,0.407482573476675,0.12981603319473414,-0.9039390188715221
ellipsoid_5_7,1,30,down,29.059017181396484,2.8747899532318115,-0.016889799386262894,5.504244210439683,0.47370886416242725,0.3011109706318075,-0.8276062441639224
ellipsoid_5_7,1,31,down,27.954410552978516,0.001052411855198443,-0.017128420993685722,6.196942363427951,0.4123468866001355,-0.0035382607966957134,-0.9110200468824545
ellipsoid_5_7,1,32,down,29.37481117248535,-0.009754174388945103,-0.004599889274686575,5.8194593010257165,0.46081014683397437,-0.002202920682998922,-0.8874960032108964
ellipsoid_5_7,1,33,down,30.82931900024414,-0.019238773733377457,0.01780591905117035,5.344642443490075,0.5197284602982926,-0.0002220427530087595,-0.8543314803125203
ellipsoid_5_7,1,34,down,27.60832405090332,-1.4153172969818115,-0.013993782922625542,6.172952319370777,0.4058354541535422,-0.1401819242608706,-0.9031315586682307
ellipsoid_5_7,1,35,down,28.895734786987305,-2.8918356895446777,0.0019076282624155283,5.494947563688038,0.4674195528221089,-0.3178179488810036,-0.8249307322488668
ellipsoid_5_7,1,36,down,22.91217803955078,-2.5096435546875,-0.02177228219807148,6.879664671895643,0.2834849342246521,-0.22460728023742832,-0.9323024518534692
ellipsoid_5_7,1,37,down,23.9659481048584,-5.140726089477539,-0.031976327300071716,5.78468374733865,0.3579327092777688,-0.5471428586318379,-0.756649765662593
ellipsoid_5_7,1,38,down,16.285198211669922,-3.2745096683502197,-0.052854813635349274,7.49192377358314,0.14797298417650495,-0.2631414310769378,-0.9533417976804966
ellipsoid_5_7,1,39,down,17.112531661987305,-6.6999831199646,-0.07904317229986191,6.244379713471384,0.2410536588210151,-0.6756470908708674,-0.6967023339753755
ellipsoid_5_7,1,40,down,8.521717071533203,-3.8143210411071777,-0.0839962437748909,7.927501886847469,0.03164583039913536,-0.2834101423965046,-0.9584765164599194
ellipsoid_5_7,1,41,down,9.002930641174316,-7.707207202911377,-0.07176040858030319,6.437786711489291,0.1064318439716516,-0.7352127032653827,-0.6694285201169745
ellipsoid_5_7,1,42,down,0.06303814798593521,-4.047083854675293,-0.09234363585710526,8.06751855076656,-0.052258984817201364,-0.28264259221112514,-0.9578006909446511
ellipsoid_5_7,1,43,down,0.052087362855672836,-8.09822940826416,-0.09710417687892914,6.44024143387354,-0.0252956859649928,-0.7688068869837377,-0.6389805151942701
ellipsoid_5_7,1,44,down,-8.441843032836914,-3.9068031311035156,-0.029292555525898933,7.877284844154217,-0.10045365528291533,-0.28496928406313365,-0.9532583963862298
ellipsoid_5_7,1,45,down,-8.906105041503906,-7.806379795074463,0.01786835677921772,6.422477979306704,-0.13479962249609106,-0.754996394074587,-0.6417238554933754
ellipsoid_5_7,1,46,down,-16.33697509765625,-3.417409896850586,0.09040205925703049,7.371564063588149,-0.126601626052441,-0.26753673137584294,-0.9551942868577094
ellipsoid_5_7,1,47,down,-17.182415008544922,-6.863369941711426,0.1767875999212265,6.096305049589339,-0.2124281882986214,-0.6959846747639071,-0.6859151531420952
ellipsoid_5_7,1,48,down,-23.00267791748047,-2.6166751384735107,0.027873674407601357,6.549301386268586,-0.1667494164018329,-0.222999084385106,-0.9604509568390531
ellipsoid_5_7,1,49,down,-24.099994659423828,-5.25125789642334,0.05943306162953377,5.577184583544411,-0.2645947995614245,-0.5678575423780003,-0.7794404426314222
ellipsoid_5_7,1,50,down,-27.685354232788086,-1.4513579607009888,-0.08996430039405823,5.718326567947996,-0.23544663600475976,-0.1368171001434689,-0.9622088976424892
ellipsoid_5_7,1,51,down,-29.001691818237305,-2.9378304481506348,-0.1203167513012886,5.0901200525835755,-0.3105053577661273,-0.3315015371874266,-0.8908945805430083
ellipsoid_5_7,1,1,crest,-35.57170104980469,0.04859424754977226,-0.17850279808044434,3.3395767467873867,-0.9999349241491344,0.009516013795322045,0.006292292770686285
ellipsoid_5_7,1,2,crest,-32.12641906738281,5.436844348907471,-0.18784086406230927,3.092878368763212,-0.778780704843386,0.6271017946298943,-0.015618992784575474
ellipsoid_5_7,1,3,crest,-25.424415588378906,7.463585376739502,-0.028847860172390938,4.039603122846351,-0.5004598090715531,0.8657590943021195,-0.0010817288192587612
ellipsoid_5_7,1,4,crest,-18.068960189819336,8.931479454040527,0.10205540060997009,4.485049245136396,-0.34501769378176783,0.9382373604992341,0.025950844705723827
ellipsoid_5_7,1,5,crest,-9.38893985748291,9.23237133026123,0.058676671236753464,5.442139640821863,-0.19761144367531105,0.9799681767729648,0.02474044948724096
ellipsoid_5_7,1,6,crest,0.005853364709764719,8.574899673461914,0.020873207598924637,6.011404355017426,-0.01140345064332196,0.9997162337065648,0.020914429874769894
ellipsoid_5_7,1,7,crest,9.20411205291748,8.346924781799316,-0.03581509739160538,6.201535195146557,0.17740928018212004,0.9839709564519832,0.01808602123828476
ellipsoid_5_7,1,8,crest,18.03453254699707,8.796247482299805,-0.10054776817560196,4.6166302024551,0.35133090337820755,0.9361110160044362,-0.01620993666226833
ellipsoid_5_7,1,9,crest,25.522043228149414,7.412498474121094,-0.06720340996980667,4.03817549508299,0.5274207310003316,0.8495003730220706,-0.0132849067154774
ellipsoid_5_7,1,10,crest,32.36100387573242,5.325143814086914,0.049601245671510696,3.0277017899797816,0.8017418207538443,0.5973931350274877,0.01820700624322119
ellipsoid_5_7,1,11,crest,36.81218719482422,-0.0717453584074974,0.145697221159935,2.458334505101982,0.9997268196871719,-0.009106509566245022,0.021525739980147052
ellipsoid_5_7,1,12,crest,31.87040901184082,-5.293561935424805,0.0066579231061041355,3.107139073562432,0.7766356741247694,-0.6299499035426595,-0.00038562074511510794
ellipsoid_5_7,1,13,crest,25.261211395263672,-7.373429775238037,-0.011308480054140091,3.9631405820115604,0.5012286470419565,-0.8652553150284623,0.01015298968217449
ellipsoid_5_7,1,14,crest,17.88048553466797,-8.883345603942871,-0.08996964246034622,4.383773036646902,0.3321424087814584,-0.9432200560313954,-0.00416487562625246
ellipsoid_5_7,1,15,crest,9.369710922241211,-9.697834014892578,-0.06428786367177963,4.838195541268543,0.18212864543357352,-0.9832653303343759,0.004294959250366544
ellipsoid_5_7,1,16,crest,0.052613236010074615,-8.823795318603516,-0.10186861455440521,6.21871754221503,0.003850597760846552,-0.9999569589937914,-0.00844115257373505
ellipsoid_5_7,1,17,crest,-9.278915405273438,-10.021239280700684,0.031179601326584816,4.581336471473854,-0.16563268414807902,-0.9861770629803929,0.004540307618320073
ellipsoid_5_7,1,18,crest,-17.84663963317871,-8.770936012268066,0.21128226816654205,4.579715797377584,-0.3278328824350618,-0.9446509423262165,0.01265694894159442
ellipsoid_5_7,1,19,crest,-25.402950286865234,-7.443105697631836,0.0647120475769043,3.98292724216298,-0.5097667095762297,-0.8603126760587918,-3.4933998600481696e-05
ellipsoid_5_7,1,20,crest,-32.13230895996094,-5.430639743804932,-0.16843706369400024,3.037787358426762,-0.7809312013889096,-0.624523840818188,-0.010790317278591878
